11.8,6.65
12.65,7.3
13.2,7.55
13.65,7.75
14.35,7.55
13.8,7.3
13.35,6.85
12.7,6.7
12.45,6.25
13.2,5.85
13.65,6.25
14.1,6.75
14.7,6.9
15,7.5
15.85,7.3
15.35,7.05
15.1,6.35
14.45,6.3
14.75,5.75
13.95,5.8
15.5,5.9
15.8,6.4
16.05,6.85
16.55,7.1
16.7,6.5
16.25,6.1
17.05,6.25
15.85,11.55
15.9,12.1
16.3,11.65
16.55,12.05
16.5,12.6
16.75,13.1
17.5,13
17.15,12.65
17.1,12.1
16.9,11.7
17.4,11.65
17.55,12.1
17.75,12.65
18.3,12.75
18.25,12.25
18,11.95
17.85,11.5
18.3,11.65
18.6,12
18.85,12.45
19.1,11.8
18.85,11.45
18.5,11.15
18.95,10.8
19.3,11.15
19.4,10.7
19.25,10.35
19.9,10.6
19.65,10.15
19.45,9.75
19.9,9.45
20.3,10.05
20.65,10.35
21.25,10.1
20.9,9.9
21.65,9.65
21.15,9.35
20.5,9.4
19.5,9.2
19.95,8.85
20.65,8.8
21.2,8.7
21.9,8.85
21.75,8.25
21.65,7.8
21.05,8
20.3,8.2
19.4,8.7
19.6,8.05
18.95,8.1
20,7.6
20.55,7.55
21.25,7.25
20.85,6.85
20.25,7.05
19.55,7.05
19.05,7.45
18.35,7.6
17.85,7.3
18.3,7.1
18.95,6.85
19.6,6.25
20.15,6.45
18.8,6.25
18.35,6.55
17.65,6.55
17.25,6.9
17.95,6.2
17.45,9.85
17.2,9.25
17,9.6
17,10.05
16.45,10.1
16.5,9.8
16.6,9.45
16.6,9.05
15.9,9
16.05,9.35
16.05,9.65
15.85,9.95
15.35,9.9
15.6,9.45
15.3,9.15
15.1,9.55
