domain,query_id,curve_role,curve_id,curve_label,distance,values
internal_bleeding,downsampled_internal_bleeding_028_anomaly_start_3198,query,downsampled_internal_bleeding_028_anomaly_start_3198,anomaly_start,0,"61.1642 60.9453 53.3285 58.624 56.4259 67.9618 66.3212 60.9468 64.1328 75.1211 78.526 71.3346 80.89 80.2728 86.9638 79.4596 91.1522 83.9191"
internal_bleeding,downsampled_internal_bleeding_028_anomaly_start_3198,metric_winner,internal_bleeding_028_anomaly_start_3198,anomaly_start,324,"61.1642 61.0998 60.9453 58.9725 53.3285 52.8145 58.624 65.5393 56.4259 58.328 67.9618 57.4716 66.3212 68.31 60.9468 72.9918 64.1328 69.0639 75.1211 66.8941 78.526 76.0083 71.3346 82.2783 80.89 74.4853 80.2728 88.1427 86.9638 79.4727 79.4596 86.2114 91.1522 89.7454 83.9191 82.5169"
internal_bleeding,downsampled_internal_bleeding_028_anomaly_start_3198,vector_baseline_winner,internal_bleeding_026_pre_anomaly_5479,pre_anomaly,217.2704185,"42.3338 41.8597 42.0574 42.5679 42.6723 42.3606 42.3485 42.3851 42.204 41.9816 41.7904 41.2165 41.2847 41.5609 41.3009 40.8664 40.8393 41.2276 41.64 41.123 41.1281 41.161 41.3171 40.906 40.4856 40.1903 40.3276 39.9854 39.5775 39.905 40.334 40.261 40.0669 40.1903 39.8796 40.2413"
internal_bleeding,downsampled_internal_bleeding_028_recovery_3309,query,downsampled_internal_bleeding_028_recovery_3309,recovery,0,"64.2124 63.1012 63.059 63.016 61.9417 61.3681 60.5953 60.0065 60.255 60.7784 59.916 58.9073 58.5724 58.4723 58.5602 58.5113 58.1544 58.8477"
internal_bleeding,downsampled_internal_bleeding_028_recovery_3309,metric_winner,internal_bleeding_028_recovery_3309,recovery,324,"64.2124 63.4945 63.1012 63.0185 63.059 63.1938 63.016 62.575 61.9417 60.9886 61.3681 60.8111 60.5953 60.039 60.0065 59.8435 60.255 60.3834 60.7784 60.6436 59.916 59.3819 58.9073 58.5962 58.5724 58.4964 58.4723 58.3033 58.5602 58.6181 58.5113 58.4466 58.1544 58.6204 58.8477 58.949"
internal_bleeding,downsampled_internal_bleeding_028_recovery_3309,vector_baseline_winner,internal_bleeding_026_pre_anomaly_5479,pre_anomaly,189.2028287,"42.3338 41.8597 42.0574 42.5679 42.6723 42.3606 42.3485 42.3851 42.204 41.9816 41.7904 41.2165 41.2847 41.5609 41.3009 40.8664 40.8393 41.2276 41.64 41.123 41.1281 41.161 41.3171 40.906 40.4856 40.1903 40.3276 39.9854 39.5775 39.905 40.334 40.261 40.0669 40.1903 39.8796 40.2413"
internal_bleeding,downsampled_internal_bleeding_029_anomaly_start_4485,query,downsampled_internal_bleeding_029_anomaly_start_4485,anomaly_start,0,"60.2994 62.9998 61.8055 63.4984 65.8948 68.7327 73.3741 77.702 80.5368 77.4401 79.6766 81.4917 84.302 82.7336 88.1595 84.4408 89.1159 87.2209"
internal_bleeding,downsampled_internal_bleeding_029_anomaly_start_4485,metric_winner,internal_bleeding_029_anomaly_start_4485,anomaly_start,324,"60.2994 58.0873 62.9998 62.5115 61.8055 67.1702 63.4984 69.5219 65.8948 71.7177 68.7327 73.9483 73.3741 75.1411 77.702 75.1608 80.5368 77.4496 77.4401 82.4527 79.6766 78.6365 81.4917 85.3036 84.302 82.2963 82.7336 86.1953 88.1595 87.6496 84.4408 86.0426 89.1159 89.3171 87.2209 88.2335"
internal_bleeding,downsampled_internal_bleeding_029_anomaly_start_4485,vector_baseline_winner,internal_bleeding_026_pre_anomaly_5479,pre_anomaly,228.9547135,"42.3338 41.8597 42.0574 42.5679 42.6723 42.3606 42.3485 42.3851 42.204 41.9816 41.7904 41.2165 41.2847 41.5609 41.3009 40.8664 40.8393 41.2276 41.64 41.123 41.1281 41.161 41.3171 40.906 40.4856 40.1903 40.3276 39.9854 39.5775 39.905 40.334 40.261 40.0669 40.1903 39.8796 40.2413"
internal_bleeding,downsampled_internal_bleeding_029_recovery_4587,query,downsampled_internal_bleeding_029_recovery_4587,recovery,0,"62.0924 62.3363 62.3663 62.2321 62.896 62.0648 61.941 61.8242 62.3125 62.4264 61.9232 61.4107 61.9861 61.481 61.7777 61.0549 60.7225 60.7387"
internal_bleeding,downsampled_internal_bleeding_029_recovery_4587,metric_winner,internal_bleeding_029_recovery_4587,recovery,324,"62.0924 62.267 62.3363 62.5152 62.3663 61.9279 62.2321 62.5109 62.896 62.3155 62.0648 61.7152 61.941 61.1764 61.8242 62.1914 62.3125 62.2308 62.4264 62.1784 61.9232 61.502 61.4107 61.4004 61.9861 61.6516 61.481 61.3874 61.7777 61.2436 61.0549 61.0258 60.7225 60.8706 60.7387 60.3976"
internal_bleeding,downsampled_internal_bleeding_029_recovery_4587,vector_baseline_winner,internal_bleeding_026_pre_anomaly_5479,pre_anomaly,191.6745202,"42.3338 41.8597 42.0574 42.5679 42.6723 42.3606 42.3485 42.3851 42.204 41.9816 41.7904 41.2165 41.2847 41.5609 41.3009 40.8664 40.8393 41.2276 41.64 41.123 41.1281 41.161 41.3171 40.906 40.4856 40.1903 40.3276 39.9854 39.5775 39.905 40.334 40.261 40.0669 40.1903 39.8796 40.2413"
internal_bleeding,downsampled_internal_bleeding_031_anomaly_start_5759,query,downsampled_internal_bleeding_031_anomaly_start_5759,anomaly_start,0,"55.343 55.8951 56.0148 56.1328 56.4667 58.4475 59.0873 60.2769 61.1838 61.644 63.1334 63.9871 65.6713 66.8208 67.7451 69.6619 71.358 72.0645"
internal_bleeding,downsampled_internal_bleeding_031_anomaly_start_5759,metric_winner,internal_bleeding_031_anomaly_start_5759,anomaly_start,324,"55.343 55.7419 55.8951 55.8502 56.0148 55.8728 56.1328 56.6348 56.4667 57.5948 58.4475 58.7043 59.0873 59.628 60.2769 60.8031 61.1838 61.4506 61.644 61.8563 63.1334 63.4517 63.9871 64.8876 65.6713 66.3012 66.8208 67.1401 67.7451 69.0712 69.6619 70.3461 71.358 71.7509 72.0645 72.6746"
internal_bleeding,downsampled_internal_bleeding_031_anomaly_start_5759,vector_baseline_winner,internal_bleeding_026_pre_anomaly_5479,pre_anomaly,194.0783488,"42.3338 41.8597 42.0574 42.5679 42.6723 42.3606 42.3485 42.3851 42.204 41.9816 41.7904 41.2165 41.2847 41.5609 41.3009 40.8664 40.8393 41.2276 41.64 41.123 41.1281 41.161 41.3171 40.906 40.4856 40.1903 40.3276 39.9854 39.5775 39.905 40.334 40.261 40.0669 40.1903 39.8796 40.2413"
internal_bleeding,downsampled_internal_bleeding_031_recovery_5919,query,downsampled_internal_bleeding_031_recovery_5919,recovery,0,"60.0978 59.4001 59.4598 59.6555 59.5239 59.4151 60.2292 59.6919 58.5074 58.0966 57.9987 58.2174 57.6873 58.3549 59.8122 61.972 64.29 67.548"
internal_bleeding,downsampled_internal_bleeding_031_recovery_5919,metric_winner,internal_bleeding_031_recovery_5919,recovery,324,"60.0978 59.5837 59.4001 58.9705 59.4598 59.6005 59.6555 59.0225 59.5239 59.2676 59.4151 60.324 60.2292 59.8909 59.6919 58.8274 58.5074 58.329 58.0966 58.2927 57.9987 57.858 58.2174 57.8414 57.6873 57.5414 58.3549 59.3514 59.8122 60.6332 61.972 63.0339 64.29 65.3134 67.548 69.5941"
internal_bleeding,downsampled_internal_bleeding_031_recovery_5919,vector_baseline_winner,internal_bleeding_026_pre_anomaly_5479,pre_anomaly,188.6235029,"42.3338 41.8597 42.0574 42.5679 42.6723 42.3606 42.3485 42.3851 42.204 41.9816 41.7904 41.2165 41.2847 41.5609 41.3009 40.8664 40.8393 41.2276 41.64 41.123 41.1281 41.161 41.3171 40.906 40.4856 40.1903 40.3276 39.9854 39.5775 39.905 40.334 40.261 40.0669 40.1903 39.8796 40.2413"
