domain,representation,row_index,row_id,column_index,column_id,distance
power_demand,metric_space,2,power_demand_044_pre_anomaly_18280,10,power_demand_045_anomaly_mid_23537,732.8693
power_demand,metric_space,2,power_demand_044_pre_anomaly_18280,11,power_demand_045_recovery_23717,624.9693
power_demand,metric_space,2,power_demand_044_pre_anomaly_18280,12,power_demand_046_normal_0800_800,559.6219
power_demand,metric_space,2,power_demand_044_pre_anomaly_18280,13,power_demand_046_normal_mid_8000,738.3017
power_demand,metric_space,2,power_demand_044_pre_anomaly_18280,14,power_demand_046_pre_anomaly_23200,873.116
power_demand,metric_space,2,power_demand_044_pre_anomaly_18280,15,power_demand_046_anomaly_start_23405,621.8093
power_demand,metric_space,2,power_demand_044_pre_anomaly_18280,16,power_demand_046_anomaly_mid_23441,732.0695
power_demand,metric_space,2,power_demand_044_pre_anomaly_18280,17,power_demand_046_recovery_23477,698.6999
power_demand,metric_space,2,power_demand_044_pre_anomaly_18280,18,power_demand_047_normal_0800_800,484.7532
power_demand,metric_space,2,power_demand_044_pre_anomaly_18280,19,power_demand_047_normal_mid_9000,750.2163
power_demand,metric_space,2,power_demand_044_pre_anomaly_18280,20,power_demand_047_pre_anomaly_23800,468.7254
power_demand,metric_space,2,power_demand_044_pre_anomaly_18280,21,power_demand_047_anomaly_start_24005,672.12
power_demand,metric_space,2,power_demand_044_pre_anomaly_18280,22,power_demand_047_anomaly_mid_24041,562.9531
power_demand,metric_space,2,power_demand_044_pre_anomaly_18280,23,power_demand_047_recovery_24077,589.0185
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,0,power_demand_044_normal_0800_800,931.2169
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,1,power_demand_044_normal_mid_4500,833.2164
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,2,power_demand_044_pre_anomaly_18280,798.0508
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,3,power_demand_044_anomaly_start_18485,0
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,4,power_demand_044_anomaly_mid_18653,461.8378
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,5,power_demand_044_recovery_18821,684.1821
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,6,power_demand_045_normal_0800_800,879.2511
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,7,power_demand_045_normal_mid_7000,844.113
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,8,power_demand_045_pre_anomaly_23152,880.7775
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,9,power_demand_045_anomaly_start_23357,688.7502
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,10,power_demand_045_anomaly_mid_23537,429.4943
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,11,power_demand_045_recovery_23717,748.9095
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,12,power_demand_046_normal_0800_800,930.0652
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,13,power_demand_046_normal_mid_8000,1059.935
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,14,power_demand_046_pre_anomaly_23200,700.8191
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,15,power_demand_046_anomaly_start_23405,770.9269
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,16,power_demand_046_anomaly_mid_23441,798.9933
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,17,power_demand_046_recovery_23477,808.4689
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,18,power_demand_047_normal_0800_800,906.0128
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,19,power_demand_047_normal_mid_9000,885.3277
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,20,power_demand_047_pre_anomaly_23800,818.3483
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,21,power_demand_047_anomaly_start_24005,957.6637
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,22,power_demand_047_anomaly_mid_24041,844.0845
power_demand,metric_space,3,power_demand_044_anomaly_start_18485,23,power_demand_047_recovery_24077,793.7687
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,0,power_demand_044_normal_0800_800,875.5483
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,1,power_demand_044_normal_mid_4500,816.1539
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,2,power_demand_044_pre_anomaly_18280,834.5713
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,3,power_demand_044_anomaly_start_18485,461.8378
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,4,power_demand_044_anomaly_mid_18653,0
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,5,power_demand_044_recovery_18821,859.8014
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,6,power_demand_045_normal_0800_800,866.9996
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,7,power_demand_045_normal_mid_7000,832.7308
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,8,power_demand_045_pre_anomaly_23152,1157.1947
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,9,power_demand_045_anomaly_start_23357,1020.2722
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,10,power_demand_045_anomaly_mid_23537,700.2087
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,11,power_demand_045_recovery_23717,869.8832
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,12,power_demand_046_normal_0800_800,872.2954
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,13,power_demand_046_normal_mid_8000,1073.936
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,14,power_demand_046_pre_anomaly_23200,837.4343
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,15,power_demand_046_anomaly_start_23405,623.573
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,16,power_demand_046_anomaly_mid_23441,773.8528
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,17,power_demand_046_recovery_23477,870.977
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,18,power_demand_047_normal_0800_800,894.2355
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,19,power_demand_047_normal_mid_9000,970.8077
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,20,power_demand_047_pre_anomaly_23800,814.0158
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,21,power_demand_047_anomaly_start_24005,892.1833
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,22,power_demand_047_anomaly_mid_24041,756.4495
power_demand,metric_space,4,power_demand_044_anomaly_mid_18653,23,power_demand_047_recovery_24077,815.3442
power_demand,metric_space,5,power_demand_044_recovery_18821,0,power_demand_044_normal_0800_800,845.904
power_demand,metric_space,5,power_demand_044_recovery_18821,1,power_demand_044_normal_mid_4500,715.1271
power_demand,metric_space,5,power_demand_044_recovery_18821,2,power_demand_044_pre_anomaly_18280,805.4259
power_demand,metric_space,5,power_demand_044_recovery_18821,3,power_demand_044_anomaly_start_18485,684.1821
power_demand,metric_space,5,power_demand_044_recovery_18821,4,power_demand_044_anomaly_mid_18653,859.8014
power_demand,metric_space,5,power_demand_044_recovery_18821,5,power_demand_044_recovery_18821,0
power_demand,metric_space,5,power_demand_044_recovery_18821,6,power_demand_045_normal_0800_800,800.1419
power_demand,metric_space,5,power_demand_044_recovery_18821,7,power_demand_045_normal_mid_7000,815.2106
power_demand,metric_space,5,power_demand_044_recovery_18821,8,power_demand_045_pre_anomaly_23152,821.2894
power_demand,metric_space,5,power_demand_044_recovery_18821,9,power_demand_045_anomaly_start_23357,817.6495
power_demand,metric_space,5,power_demand_044_recovery_18821,10,power_demand_045_anomaly_mid_23537,799.6733
power_demand,metric_space,5,power_demand_044_recovery_18821,11,power_demand_045_recovery_23717,676.0952
power_demand,metric_space,5,power_demand_044_recovery_18821,12,power_demand_046_normal_0800_800,837.4469
power_demand,metric_space,5,power_demand_044_recovery_18821,13,power_demand_046_normal_mid_8000,775.4508
power_demand,metric_space,5,power_demand_044_recovery_18821,14,power_demand_046_pre_anomaly_23200,706.6767
power_demand,metric_space,5,power_demand_044_recovery_18821,15,power_demand_046_anomaly_start_23405,745.3978
power_demand,metric_space,5,power_demand_044_recovery_18821,16,power_demand_046_anomaly_mid_23441,660.7053
power_demand,metric_space,5,power_demand_044_recovery_18821,17,power_demand_046_recovery_23477,732.3945
power_demand,metric_space,5,power_demand_044_recovery_18821,18,power_demand_047_normal_0800_800,816.505
power_demand,metric_space,5,power_demand_044_recovery_18821,19,power_demand_047_normal_mid_9000,697.9396
power_demand,metric_space,5,power_demand_044_recovery_18821,20,power_demand_047_pre_anomaly_23800,771.3091
power_demand,metric_space,5,power_demand_044_recovery_18821,21,power_demand_047_anomaly_start_24005,738.6948
power_demand,metric_space,5,power_demand_044_recovery_18821,22,power_demand_047_anomaly_mid_24041,737.955
power_demand,metric_space,5,power_demand_044_recovery_18821,23,power_demand_047_recovery_24077,710.5455
power_demand,metric_space,6,power_demand_045_normal_0800_800,0,power_demand_044_normal_0800_800,326.6712
power_demand,metric_space,6,power_demand_045_normal_0800_800,1,power_demand_044_normal_mid_4500,807.8357
power_demand,metric_space,6,power_demand_045_normal_0800_800,2,power_demand_044_pre_anomaly_18280,459.8516
power_demand,metric_space,6,power_demand_045_normal_0800_800,3,power_demand_044_anomaly_start_18485,879.2511
power_demand,metric_space,6,power_demand_045_normal_0800_800,4,power_demand_044_anomaly_mid_18653,866.9996
power_demand,metric_space,6,power_demand_045_normal_0800_800,5,power_demand_044_recovery_18821,800.1419
power_demand,metric_space,6,power_demand_045_normal_0800_800,6,power_demand_045_normal_0800_800,0
power_demand,metric_space,6,power_demand_045_normal_0800_800,7,power_demand_045_normal_mid_7000,567.5244
power_demand,metric_space,6,power_demand_045_normal_0800_800,8,power_demand_045_pre_anomaly_23152,1094.7717
power_demand,metric_space,6,power_demand_045_normal_0800_800,9,power_demand_045_anomaly_start_23357,956.7656
power_demand,metric_space,6,power_demand_045_normal_0800_800,10,power_demand_045_anomaly_mid_23537,960.4479
power_demand,metric_space,6,power_demand_045_normal_0800_800,11,power_demand_045_recovery_23717,694.0426
power_demand,metric_space,6,power_demand_045_normal_0800_800,12,power_demand_046_normal_0800_800,315.7564
power_demand,metric_space,6,power_demand_045_normal_0800_800,13,power_demand_046_normal_mid_8000,490.7022
power_demand,metric_space,6,power_demand_045_normal_0800_800,14,power_demand_046_pre_anomaly_23200,1016.0945
power_demand,metric_space,6,power_demand_045_normal_0800_800,15,power_demand_046_anomaly_start_23405,707.1332
power_demand,metric_space,6,power_demand_045_normal_0800_800,16,power_demand_046_anomaly_mid_23441,833.437
power_demand,metric_space,6,power_demand_045_normal_0800_800,17,power_demand_046_recovery_23477,843.4587
power_demand,metric_space,6,power_demand_045_normal_0800_800,18,power_demand_047_normal_0800_800,186.5204
power_demand,metric_space,6,power_demand_045_normal_0800_800,19,power_demand_047_normal_mid_9000,650.0019
power_demand,metric_space,6,power_demand_045_normal_0800_800,20,power_demand_047_pre_anomaly_23800,603.5391
power_demand,metric_space,6,power_demand_045_normal_0800_800,21,power_demand_047_anomaly_start_24005,676.756
power_demand,metric_space,6,power_demand_045_normal_0800_800,22,power_demand_047_anomaly_mid_24041,596.7853
power_demand,metric_space,6,power_demand_045_normal_0800_800,23,power_demand_047_recovery_24077,660.5178
power_demand,metric_space,7,power_demand_045_normal_mid_7000,0,power_demand_044_normal_0800_800,594.5822
power_demand,metric_space,7,power_demand_045_normal_mid_7000,1,power_demand_044_normal_mid_4500,786.7603
power_demand,metric_space,7,power_demand_045_normal_mid_7000,2,power_demand_044_pre_anomaly_18280,484.2682
power_demand,metric_space,7,power_demand_045_normal_mid_7000,3,power_demand_044_anomaly_start_18485,844.113
power_demand,metric_space,7,power_demand_045_normal_mid_7000,4,power_demand_044_anomaly_mid_18653,832.7308
power_demand,metric_space,7,power_demand_045_normal_mid_7000,5,power_demand_044_recovery_18821,815.2106
power_demand,metric_space,7,power_demand_045_normal_mid_7000,6,power_demand_045_normal_0800_800,567.5244
power_demand,metric_space,7,power_demand_045_normal_mid_7000,7,power_demand_045_normal_mid_7000,0
power_demand,metric_space,7,power_demand_045_normal_mid_7000,8,power_demand_045_pre_anomaly_23152,1013.5597
power_demand,metric_space,7,power_demand_045_normal_mid_7000,9,power_demand_045_anomaly_start_23357,1045.7584
power_demand,metric_space,7,power_demand_045_normal_mid_7000,10,power_demand_045_anomaly_mid_23537,943.733
power_demand,metric_space,7,power_demand_045_normal_mid_7000,11,power_demand_045_recovery_23717,774.0307
power_demand,metric_space,7,power_demand_045_normal_mid_7000,12,power_demand_046_normal_0800_800,597.6374
power_demand,metric_space,7,power_demand_045_normal_mid_7000,13,power_demand_046_normal_mid_8000,637.7867
power_demand,metric_space,7,power_demand_045_normal_mid_7000,14,power_demand_046_pre_anomaly_23200,941.4971
power_demand,metric_space,7,power_demand_045_normal_mid_7000,15,power_demand_046_anomaly_start_23405,733.0586
power_demand,metric_space,7,power_demand_045_normal_mid_7000,16,power_demand_046_anomaly_mid_23441,746.8681
power_demand,metric_space,7,power_demand_045_normal_mid_7000,17,power_demand_046_recovery_23477,755.3166
power_demand,metric_space,7,power_demand_045_normal_mid_7000,18,power_demand_047_normal_0800_800,557.2926
power_demand,metric_space,7,power_demand_045_normal_mid_7000,19,power_demand_047_normal_mid_9000,653.1587
power_demand,metric_space,7,power_demand_045_normal_mid_7000,20,power_demand_047_pre_anomaly_23800,468.7381
power_demand,metric_space,7,power_demand_045_normal_mid_7000,21,power_demand_047_anomaly_start_24005,693.4485
power_demand,metric_space,7,power_demand_045_normal_mid_7000,22,power_demand_047_anomaly_mid_24041,570.288
power_demand,metric_space,7,power_demand_045_normal_mid_7000,23,power_demand_047_recovery_24077,647.0503
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,0,power_demand_044_normal_0800_800,1143.5461
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,1,power_demand_044_normal_mid_4500,835.6039
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,2,power_demand_044_pre_anomaly_18280,1022.4784
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,3,power_demand_044_anomaly_start_18485,880.7775
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,4,power_demand_044_anomaly_mid_18653,1157.1947
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,5,power_demand_044_recovery_18821,821.2894
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,6,power_demand_045_normal_0800_800,1094.7717
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,7,power_demand_045_normal_mid_7000,1013.5597
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,8,power_demand_045_pre_anomaly_23152,0
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,9,power_demand_045_anomaly_start_23357,525.5078
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,10,power_demand_045_anomaly_mid_23537,715.3296
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,11,power_demand_045_recovery_23717,908.1437
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,12,power_demand_046_normal_0800_800,1139.148
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,13,power_demand_046_normal_mid_8000,1099.9402
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,14,power_demand_046_pre_anomaly_23200,671.4497
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,15,power_demand_046_anomaly_start_23405,902.1792
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,16,power_demand_046_anomaly_mid_23441,660.3959
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,17,power_demand_046_recovery_23477,799.9166
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,18,power_demand_047_normal_0800_800,1085.816
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,19,power_demand_047_normal_mid_9000,948.4878
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,20,power_demand_047_pre_anomaly_23800,994.3837
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,21,power_demand_047_anomaly_start_24005,842.8184
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,22,power_demand_047_anomaly_mid_24041,853.7874
power_demand,metric_space,8,power_demand_045_pre_anomaly_23152,23,power_demand_047_recovery_24077,916.8951
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,0,power_demand_044_normal_0800_800,1050.5497
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,1,power_demand_044_normal_mid_4500,928.0316
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,2,power_demand_044_pre_anomaly_18280,873.5994
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,3,power_demand_044_anomaly_start_18485,688.7502
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,4,power_demand_044_anomaly_mid_18653,1020.2722
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,5,power_demand_044_recovery_18821,817.6495
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,6,power_demand_045_normal_0800_800,956.7656
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,7,power_demand_045_normal_mid_7000,1045.7584
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,8,power_demand_045_pre_anomaly_23152,525.5078
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,9,power_demand_045_anomaly_start_23357,0
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,10,power_demand_045_anomaly_mid_23537,500.8784
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,11,power_demand_045_recovery_23717,857.5595
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,12,power_demand_046_normal_0800_800,1045.5862
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,13,power_demand_046_normal_mid_8000,1129.1501
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,14,power_demand_046_pre_anomaly_23200,668.3191
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,15,power_demand_046_anomaly_start_23405,835.9789
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,16,power_demand_046_anomaly_mid_23441,759.9559
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,17,power_demand_046_recovery_23477,822.3354
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,18,power_demand_047_normal_0800_800,972.0572
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,19,power_demand_047_normal_mid_9000,988.1642
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,20,power_demand_047_pre_anomaly_23800,913.849
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,21,power_demand_047_anomaly_start_24005,896.8583
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,22,power_demand_047_anomaly_mid_24041,778.1221
power_demand,metric_space,9,power_demand_045_anomaly_start_23357,23,power_demand_047_recovery_24077,835.0775
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,0,power_demand_044_normal_0800_800,1030.8922
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,1,power_demand_044_normal_mid_4500,896.9475
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,2,power_demand_044_pre_anomaly_18280,732.8693
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,3,power_demand_044_anomaly_start_18485,429.4943
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,4,power_demand_044_anomaly_mid_18653,700.2087
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,5,power_demand_044_recovery_18821,799.6733
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,6,power_demand_045_normal_0800_800,960.4479
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,7,power_demand_045_normal_mid_7000,943.733
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,8,power_demand_045_pre_anomaly_23152,715.3296
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,9,power_demand_045_anomaly_start_23357,500.8784
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,10,power_demand_045_anomaly_mid_23537,0
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,11,power_demand_045_recovery_23717,741.1587
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,12,power_demand_046_normal_0800_800,1028.9547
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,13,power_demand_046_normal_mid_8000,1132.4391
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,14,power_demand_046_pre_anomaly_23200,618.6066
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,15,power_demand_046_anomaly_start_23405,775.8526
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,16,power_demand_046_anomaly_mid_23441,636.0776
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,17,power_demand_046_recovery_23477,727.2085
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,18,power_demand_047_normal_0800_800,956.5593
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,19,power_demand_047_normal_mid_9000,976.5611
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,20,power_demand_047_pre_anomaly_23800,764.0851
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,21,power_demand_047_anomaly_start_24005,844.2384
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,22,power_demand_047_anomaly_mid_24041,707.012
power_demand,metric_space,10,power_demand_045_anomaly_mid_23537,23,power_demand_047_recovery_24077,791.3651
power_demand,metric_space,11,power_demand_045_recovery_23717,0,power_demand_044_normal_0800_800,795.7046
power_demand,metric_space,11,power_demand_045_recovery_23717,1,power_demand_044_normal_mid_4500,676.0119
power_demand,metric_space,11,power_demand_045_recovery_23717,2,power_demand_044_pre_anomaly_18280,624.9693
power_demand,metric_space,11,power_demand_045_recovery_23717,3,power_demand_044_anomaly_start_18485,748.9095
power_demand,metric_space,11,power_demand_045_recovery_23717,4,power_demand_044_anomaly_mid_18653,869.8832
