19539,19707,23341,20235,17932,21346,19116,19821,17186,15068,21096,21907,20839,19969,19963,21315,21118,21189,19910,21169,19251,19353,19498,22712,21577,19672,17397,17201,17972,14245,2611
20107,19066,22141,20658,17568,20247,18358,19291,16500,15557,21563,21789,20239,19484,18986,19821,20204,20884,20541,20613,18436,19109,19355,22329,21019,20359,16308,15830,17298,14069,1783
18984,17755,19110,20751,16656,19945,16440,18093,15616,13766,17989,20289,18144,17993,17125,17669,16909,19670,18105,20734,16099,18814,16691,21979,18908,19147,15954,14238,14655,13506,866
17720,16583,16682,18642,15574,17601,14821,16177,13902,13377,15442,16585,15459,17446,15528,15504,13785,18163,14554,17540,14985,17036,14387,19387,17370,17490,14488,13120,12376,12936,297
17249,14955,12631,16106,13310,15750,12022,14282,11077,11025,12815,14423,13766,13722,11610,14525,11695,15613,12695,15189,11612,14147,12101,17494,13782,14392,12738,11660,10191,10400,189
18463,11849,10089,13303,10468,12897,9701,11852,9618,9707,10436,12432,11187,11549,9469,10738,9214,13371,10667,12879,9828,11595,9805,13745,11608,12366,11042,9741,11139,8189,109
18908,9292,8553,10611,7932,10385,7757,9601,7193,8043,8092,9359,8959,9459,6605,8908,6931,10910,8479,10511,7529,10091,7121,11339,8753,10077,8774,7969,7323,6941,80
18886,8110,6416,8009,6080,8125,6003,7532,5665,5630,6061,7247,7101,6800,5283,6593,5413,7638,6005,7509,6162,7575,5019,8699,6959,8426,7267,6005,5142,5164,40
18178,7352,4694,6210,4735,6294,4648,5866,4149,4347,5058,5659,4710,5323,4152,5560,4130,5589,3899,6277,4296,5977,3822,6796,5332,7343,5704,4592,3987,3940,39
19459,5049,3933,4830,3834,4485,3805,4515,3502,3606,4073,4155,3571,3976,3319,4014,3276,4215,3111,4622,3090,4705,3268,5236,4417,5818,4749,3487,3197,3073,26
19546,3451,2833,3753,2746,3669,3093,3787,2634,2588,3310,3369,2765,3279,2432,3046,2475,3386,2526,3785,2366,3796,2261,3800,3812,4395,3932,2856,2336,2690,32
20591,2465,2089,2962,2244,3097,2487,2947,2100,1969,2623,2617,2101,2617,1968,2349,2080,2753,2112,2970,2094,2894,1853,3042,2785,3238,3336,2238,1800,2006,8
19380,2125,1896,2379,1940,2484,2164,2237,1985,1876,2364,2214,1867,2010,1769,1876,1917,2181,1885,2332,1831,2471,1722,2532,2230,2837,3023,1689,1742,1584,11
18544,1877,2055,2114,2066,2011,2288,2022,2053,1431,2333,1871,2126,1853,2018,1691,2123,2034,1921,2166,1987,2115,2077,2258,2383,2628,3059,1602,1901,1495,9
16228,2069,2031,2232,2046,2175,2083,2313,1841,1752,2287,2101,2082,2150,1933,1941,1984,2094,2267,2179,1936,2474,1988,2212,2206,2815,2399,1774,1681,1692,20
15013,2080,2449,2090,2295,2108,2452,1932,1909,2044,2444,2016,2393,2019,2240,1850,2458,1896,2413,2040,2346,2285,2296,2135,2455,2524,2091,1721,2036,1663,21
17203,2375,4360,2532,4533,2252,4282,2200,3547,2447,4427,2334,4443,2414,4305,2318,4338,2632,4413,2278,4328,2538,4537,2592,4355,2749,3019,2118,4284,2275,37
19525,4303,7036,4492,6655,4131,6142,4019,5829,4617,6661,4141,7297,4193,6719,4337,6470,4581,7168,3860,6935,4380,6661,4617,6534,4221,4208,4101,6390,4423,69
22966,6537,11730,6830,11415,6599,10744,5928,9599,6988,12136,6465,12466,6473,11392,6669,11775,6612,12160,5517,12642,6537,11901,8006,11684,5790,6505,6266,11432,6390,107
27598,11331,14387,11269,13863,11040,13034,9987,11323,11616,15910,11772,15547,11500,14960,11585,15088,11609,14845,9569,16037,11238,15501,13619,14785,9106,7026,11168,14929,11694,216
26827,13565,17505,13635,15517,13290,15724,12094,13923,14774,20003,16219,18160,14892,18975,15170,19429,15127,18403,12272,20032,14764,19573,16700,18872,10805,8953,13976,19814,14427,332
24904,16455,19091,16356,17106,16754,18102,14716,16029,17823,19956,21253,18295,19148,19602,19136,20482,19097,18445,16460,20709,18187,20896,19651,19244,13627,10186,18081,21295,18672,570
22875,18310,21057,18449,18521,18504,19748,16670,18308,18623,19897,22609,17794,19942,19572,20085,19886,19516,19018,16976,20897,18885,21051,20630,20521,14896,13046,19819,21258,19568,1049
20394,20288,20050,20054,18016,19897,18510,18950,17153,18814,18719,21527,16541,19874,18772,19758,19170,19422,18105,17823,20127,19188,19670,21217,19197,16914,13519,20102,20209,20068,1589
23401,19564,18637,19462,17448,19208,17502,17964,16723,19221,18485,20975,16239,18453,17757,18842,18277,18088,17459,17655,19075,18398,18654,19857,18299,16813,14319,18237,19420,18961,2285
24439,19380,17555,19016,16131,18253,15832,17783,15360,18627,17235,19673,15239,18316,16706,18530,17064,17669,16381,16946,17883,18057,17108,18753,17178,17257,14433,16472,18088,17965,2945
23318,16507,17595,17349,16534,16976,15940,15966,16066,16650,17705,18065,15153,16768,16601,16617,16386,16744,16623,15846,17581,16899,17553,17813,16812,16746,15570,14510,17942,15858,3544
21733,16939,16312,17684,15744,16888,15064,15946,14643,17378,17089,18948,14168,16430,15673,17458,16633,17075,16144,15835,16559,17137,16232,17833,16250,16668,15690,14365,17251,15942,3876
20104,16113,18232,17412,17039,16080,16927,15205,15960,16414,18334,18111,14872,16035,16929,16359,17681,16035,17318,15442,17870,16203,17534,17164,17275,16334,17265,13611,18843,14858,4535
16111,17537,18446,17854,17357,17328,16871,16175,16351,17230,18564,17622,15293,17493,17435,17483,18233,17421,17658,16069,18097,17742,17697,18181,17818,17869,17830,14729,18906,16031,4923
13370,18120,18204,18649,16841,17901,17325,16790,16173,17557,18599,17320,14971,17298,16953,17600,17996,17756,17108,15966,17714,17843,19165,17482,17228,18559,18552,15072,18117,15767,5157
9945,18038,17607,19970,16797,18121,16350,17284,15659,18262,17715,16939,14359,16790,16417,17552,16695,17057,16178,15584,17104,17866,18916,15676,16423,18627,19340,14628,17533,15718,5273
7571,17870,18945,19168,17226,17478,17244,16153,17346,17698,18692,16404,14486,15966,17022,17058,16912,16101,17973,15384,17999,17548,19543,16018,17067,18394,19070,14069,18593,14752,5584
5917,18427,22208,19270,17550,18616,18778,17673,17145,18863,19276,17247,14471,17428,17540,17658,18124,17443,18152,15909,19071,18306,18570,17066,17759,19529,18866,14987,18967,16556,5773
4820,18971,21574,19463,17336,18576,19036,18157,16896,18234,20557,17782,14920,18268,18417,18319,18411,17890,18445,16140,19197,18577,19043,17654,18175,18765,18709,15176,20374,16333,6569
3634,19071,17299,18999,17343,18465,18549,17858,16746,18514,19505,18554,14411,18462,18698,18818,19013,18651,18556,16337,19000,18506,18343,17696,17997,19273,18906,16884,20245,17782,7007
2993,18646,15515,17998,16601,17373,16263,17087,15797,18364,16820,18680,13573,18361,16193,18735,17590,18762,16865,16381,17013,18691,16666,16781,16045,18364,18178,17055,18663,17590,7400
2535,18229,13246,17209,15090,16457,13781,16385,14202,17952,14005,16755,11876,16495,14544,17254,15673,17135,14505,15196,14962,15729,14050,14189,14086,16426,16420,16238,16688,16525,7962
2570,15977,12328,15581,14130,14626,13197,15063,14083,15781,13683,14825,11040,14614,13864,15022,14923,15175,13471,13003,13727,13396,12845,12461,12498,13940,15066,14566,14860,15174,8760
2485,15026,15342,14846,16356,13466,14909,13909,16074,14487,16918,13975,13441,14124,17041,14365,17981,13958,15853,12213,16826,11923,16111,12252,15616,12171,17023,14604,16990,14241,9776
2868,17398,18730,17832,19357,16213,18695,16462,18329,16062,20051,17093,16163,17230,20434,16300,21208,16881,18369,15103,20320,14463,19112,15431,17897,14585,19201,16314,20233,16378,10863
4482,20865,23412,21545,22313,18715,21494,18855,20961,18952,22624,19977,19059,20123,23029,19687,23458,19615,20968,18301,23167,17026,21205,18137,20215,16878,20950,18758,23012,19480,12687
6788,23875,26340,24769,23636,21356,23426,21606,22545,21395,23987,22922,19621,22947,23711,22620,24028,22196,22239,20626,23782,19078,22337,20649,21911,19444,22321,21579,24353,22419,12541
11078,25290,27167,25573,24822,22899,25057,22910,22067,23040,24069,24364,21616,23715,24817,23309,24934,22906,22626,22533,24068,20439,23340,21989,22798,20377,22549,22500,24698,23262,11967
13729,25510,26279,26243,24550,23782,26062,23691,21416,22890,24933,24630,23427,24428,24933,23636,25135,23482,22924,22905,24831,20776,23082,22350,24359,20065,21405,21920,24188,22395,10813
16700,24535,23392,25057,22761,22778,20944,22752,21484,22306,24928,25234,23735,24482,24002,23752,24613,23088,22853,22181,25564,20941,23718,22177,23687,19194,20209,20788,24033,21663,10419
19156,21922,21571,23381,23119,22401,20583,22414,20731,21704,24390,24839,23354,24208,23651,23095,24617,23728,22393,21899,25300,20209,22936,22991,23843,18589,19574,20461,23737,21386,10132
19953,20113,23477,22148,23658,22986,22343,21896,20969,20543,24199,24161,23391,23513,23764,23108,25841,23210,23088,21789,25503,19987,23466,22128,23849,17560,20294,19640,23774,20673,10566
19502,22079,22612,24590,23853,23340,22704,21887,20820,19896,24277,24550,23228,24049,23224,23221,24141,23685,22431,22253,24598,19952,23387,23207,24686,17394,20054,19580,23522,21258,11073
18994,23111,21389,24168,22995,24046,20090,21845,19650,19857,23154,23734,21882,23634,22020,23581,23069,23843,22239,22515,24120,19234,22893,23091,23566,18424,19779,19424,21828,21186,10559
17311,25209,19575,23364,21708,22726,21338,21436,18240,17841,21090,22366,21221,22175,22214,22249,21243,22597,19918,21410,22641,18455,20923,22616,22591,16611,18396,17170,18996,20053,9121
17904,21978,18165,23272,20231,20819,18853,19787,17133,16192,18854,20411,18922,20697,21446,19533,18077,20923,17675,19812,19722,18097,18684,21118,20184,15547,17966,14955,15659,16936,8700
17133,18320,14923,19939,17264,19149,14548,18369,14907,14116,16194,17774,15473,17890,15974,17226,15745,19229,14953,17135,15507,17461,14962,19301,17824,14391,15892,12934,12989,14319,6884
18589,14881,11815,17316,13549,16406,12933,15132,11703,12865,13226,14027,12457,15516,12484,13935,12115,15963,12025,13567,12079,16002,12558,16789,14522,12687,14294,11087,10584,11226,5502
19134,12053,9024,13369,10142,13399,11301,12168,8521,10465,9866,11590,9497,12751,9130,11429,9035,12292,8767,10829,8561,13400,8876,14252,10981,11488,12150,8357,7941,8987,4001
19259,9409,7363,10390,7783,10273,8095,9288,6962,8215,8085,8440,7073,8767,6693,8486,7015,9190,6670,7850,6632,10978,6626,10138,8494,9158,10423,6788,6221,6616,3039
18667,7740,5812,7994,6011,7723,6266,7465,5451,6481,6177,6881,5496,7005,5333,6484,5113,6864,5197,6572,4846,8613,4926,7847,6739,7484,8229,5378,4792,5410,2431
19078,5528,4559,5889,4935,5860,4752,5656,4439,4265,5324,4920,4477,5257,3820,5093,4220,5693,4289,4748,3996,6446,4046,5782,5562,6303,7068,3889,3814,4152,2005
18546,4667,3673,4711,3668,4664,3446,4693,3436,3434,4177,4097,3527,4189,3065,4018,3331,4499,3186,3777,3339,5205,3168,4951,4095,5454,5572,3068,3053,3405,1661
18593,3242,2830,3757,3092,3875,2793,3694,2741,2726,3464,3159,2971,3236,2511,3218,2870,3304,2747,3255,2594,4118,2692,3696,3228,4400,4669,2406,2725,2682,1300
17967,2678,2374,3066,2577,3057,2333,3027,2311,2358,2855,2653,2660,2817,2299,2536,2516,2560,2257,2415,2315,3510,2237,2833,2801,3409,3922,2025,2356,2180,1279
16624,2370,2556,2647,2772,2675,2468,2587,2532,2019,2850,2347,2497,2527,2318,2219,2656,2485,2397,2279,2462,3249,2384,2375,2905,3301,4120,1739,2327,1905,1407
14634,2475,2456,2645,2637,2803,2059,2733,2066,2137,2361,2387,2250,2406,2125,2171,2336,2560,2205,2353,2077,3698,2109,2533,2604,3479,2786,1897,2058,2089,1353
13888,2304,2486,2411,2605,2364,2411,2216,2111,1903,2675,2194,2594,1961,2484,2268,2494,2248,2625,2142,2448,3584,2403,2423,2634,2809,2265,1820,2267,1981,1887
17430,2491,4451,2600,4449,2602,4204,2289,3623,2252,4589,2479,4316,2478,4358,2437,5081,2389,4404,2540,4656,3622,4250,2512,4453,2713,2825,2039,4547,2213,3714
21919,4117,6723,4483,6912,4488,6516,3937,5719,4206,6868,4554,7112,4483,6790,4569,8091,4313,7007,4177,7055,4987,6529,4337,6610,3654,3705,3857,6582,4205,6019
23633,6435,12501,6956,11909,6944,11706,5718,9376,6545,12256,6775,12119,7002,11660,6862,13037,6649,12065,6843,12903,7213,12185,6721,11882,4943,5745,6280,12004,6482,11208
24512,11067,14763,11788,14184,11761,14894,10053,11971,11780,16024,12311,15652,11917,15780,11924,16579,11289,15803,11818,16639,10827,16016,11812,15378,6952,6334,11280,15442,11513,14063
24887,13384,18127,14098,17246,14631,17894,12154,14673,14707,20193,15989,18565,15929,19516,15860,19657,15103,19844,15665,20585,14141,19504,16054,18958,7357,8324,14586,20021,15263,17572
26872,17194,20393,17141,18393,17455,18081,15289,16545,18624,20747,20058,18437,20327,20307,19821,20914,19437,19937,19785,21833,16965,20925,19337,20241,9019,9449,18374,20953,19134,18746
22009,18510,20753,19124,19797,19107,19597,17424,18678,19178,20007,20361,17831,20974,19954,20508,20612,19443,20299,19813,21453,19391,20891,21348,20321,9982,11877,20307,21276,20366,18397
18259,20464,20124,20604,19101,19737,19047,19403,17655,20265,18782,20172,17103,20999,18254,20540,20015,19707,19584,19623,20023,19557,20047,21167,19626,12036,11917,21113,20444,21165,17430
20844,19777,19253,20114,18889,18707,19060,18488,17485,19277,18657,18974,16446,19639,18010,19590,19001,18912,19313,18444,18790,19067,19138,20051,18615,13416,12621,19287,19071,19723,15997
22576,18928,17981,19641,16897,18466,17041,17881,15834,19042,17331,17732,15593,19221,17206,18480,17533,18203,16887,17937,18382,18807,18431,18809,17801,16386,13294,17966,17173,18557,13900
22401,17243,17720,18423,16922,16630,16354,16397,15703,18108,17989,17336,15353,17308,17213,17330,17877,16492,17118,16552,17956,18232,16960,17812,17622,18242,13850,15690,17446,17106,14138
19056,17490,16525,18480,16218,17291,15259,16319,15816,18275,17529,17321,15105,17140,16691,18508,16470,16837,16847,17394,17477,18999,16426,17889,17122,17436,15128,16091,16319,17373,13361
17518,16558,18153,18318,17511,15977,16470,15923,16870,17300,18953,16872,16058,16773,18259,17354,18266,16075,18356,16960,18590,18896,18092,17482,18747,19281,16996,14981,18120,15714,14156
15307,17830,18558,19378,17941,17643,17146,17200,17123,18631,18567,18295,16475,19397,18151,18552,17992,17160,18124,18105,18409,19764,19190,18775,18708,18939,16815,16906,18258,16754,14075
12646,18203,17652,19585,17203,17959,17220,17140,16841,18582,17872,18273,16226,18697,17555,18241,17419,17606,17783,17724,18020,20227,18957,18351,18308,18558,17275,16648,17222,17156,13887
10562,18126,17292,19614,16879,17652,16932,17422,16700,18037,17411,17275,15766,18042,16944,18475,16775,17267,17223,16327,16950,19602,18288,17604,17777,20400,18553,16826,16563,16405,13593
8416,18122,17551,19295,17733,17197,17515,17393,17722,17899,18792,17095,16242,17332,17728,17939,17378,16875,17852,16527,17826,20456,18843,17729,17824,21494,18607,16379,17953,15565,14093
7098,18488,17951,19850,17587,17949,17285,17612,17849,18984,18899,17715,16976,17585,18074,18398,18067,17940,18374,17290,18105,19580,19003,17499,18196,19961,18703,17457,18119,17267,14699
5826,18487,17909,20120,17564,17918,17467,17475,18221,18491,19548,18451,17117,18263,18993,18875,19841,18339,18641,18042,18187,19156,18193,17558,18499,19618,18970,17335,18740,17711,15372
4383,18542,17442,19621,17003,17534,16869,17685,17208,19072,19093,18612,16910,18842,18695,19559,18552,18971,18913,18250,18565,19572,17260,18070,18003,17870,19316,18690,18803,18372,16220
3270,18240,16533,18809,15725,17350,16383,16765,16318,18693,16956,18148,14845,18583,17191,19133,16825,19298,16314,17656,16454,18925,15103,17422,16052,17549,18542,19029,17318,18579,15107
2948,17393,14776,17731,13832,16327,14727,15701,14910,17268,14987,16473,12840,17301,15023,16816,14712,16665,13917,16288,14355,17545,12941,14666,13607,17387,17583,17234,15354,16601,14057
3146,15175,13462,15483,12826,14582,14059,14276,14145,15918,13895,14474,12913,15060,14164,14757,14439,15008,13151,13992,13109,15465,11797,12252,12212,15882,16607,16505,14243,15939,13802
3077,15360,16363,15112,15603,13374,16707,13715,16330,14478,17078,13434,15736,14201,17004,14470,17305,13873,16100,12912,15924,14104,15545,11174,14983,15280,17991,15509,16310,14513,15961
3000,17103,19310,18183,18935,16090,20486,15577,19328,16540,20224,16229,18396,16655,20361,17800,20949,17894,19136,16032,19175,16996,17938,13853,18285,16907,18983,17873,20078,17001,18422
4592,19561,22346,21187,21175,18989,22207,18831,21226,19765,22805,19852,21170,19964,23633,21127,22182,21574,21762,18814,21521,20113,20693,16962,20665,16821,20014,21871,22844,20962,21270
6486,22262,24408,24034,22980,21429,23183,21971,23109,22526,24418,22394,21255,22960,24661,22269,23886,22116,22829,21296,22762,21015,21585,19708,21841,17096,20943,24019,23895,23400,22262
10113,24725,26225,25411,24644,23892,24873,23814,24206,23454,25720,24618,22014,23759,25754,22819,25234,23582,23705,23115,23889,21580,21689,20764,23081,16830,22114,24965,24410,23891,22786
12240,25995,25423,26528,24938,24481,24028,24147,23297,24380,25891,25838,22334,25024,25671,23582,24731,25553,23740,23859,24408,22501,21995,21802,22785,15846,24368,25708,24216,24112,22169
14574,26319,23811,26022,24095,24197,22822,23300,23493,24477,26138,25496,21426,25414,25156,26273,25195,25299,23789,24749,24501,21159,22096,22239,24069,14421,25524,24871,22351,23195,21155
16778,24995,22028,23253,23952,23556,22831,23237,22794,24234,25149,24980,21152,24917,24961,25338,25551,24778,23389,23879,24316,18991,22115,22169,24039,13101,26779,23732,22154,22527,20120
18910,20534,24290,25665,24913,23555,23148,23018,22502,23319,24908,23545,22304,24348,24938,24021,26110,24729,24122,23815,24362,18046,21860,23923,25073,13010,27804,22463,22757,21978,20428
18350,23458,24835,26600,25138,24355,23005,22814,22337,23387,24260,23847,22947,24248,24851,26163,24842,24907,24156,24595,24032,18300,22041,24403,24980,12453,27315,23142,22301,22624,20309
17218,24681,24269,24757,24972,24699,23506,22716,24446,22963,24620,24236,22195,24669,24683,23839,23178,24810,23679,24494,23174,18538,21680,24211,24878,12904,25417,22369,22537,21970,20059
16097,23955,23526,24337,23605,23955,22493,22838,20929,22006,22813,23551,21592,23132,23411,22608,23408,24246,22803,24213,22453,17170,21378,23439,23338,12563,23177,21904,19647,21085,19055
16409,23655,21968,24294,22758,22754,20703,21546,17937,20301,20948,22454,18884,22753,20599,24886,21749,23250,20814,22931,20964,17081,20295,23394,22407,12915,21826,18610,16555,19624,15481
15893,21896,20137,22087,19560,21450,18013,19205,16036,18259,18271,20389,15885,20371,17147,20128,17918,20700,17376,20785,18142,15613,18176,21701,20950,12169,14152,15262,13935,15974,12535
16778,19338,16928,19064,15486,18427,14505,17041,13547,15608,14939,17673,12556,17313,13602,16180,13496,18631,13846,17464,14466,13718,14846,19727,18285,11420,22153,12490,10852,12520,10134
17604,15185,12753,15542,12362,15411,11389,14569,10363,12990,11332,13651,10023,13534,10452,13302,10416,14048,10387,13303,10771,13522,11480,17270,14827,10665,29547,9843,8131,10173,7568
18665,11459,10087,12026,9401,11851,8924,11396,8553,10273,8890,10769,7320,10485,7836,10509,8090,10691,8384,10350,8100,11323,8939,13379,10904,9890,30236,7477,6253,7771,5619
19045,8847,7881,8678,7131,9317,7135,8719,6457,8434,6980,8102,6007,7944,6040,8241,5946,8363,6455,7850,5976,10315,6679,10314,8901,8488,28348,5697,4881,6287,4342
19261,6580,6006,7042,5949,6973,5649,6717,5248,6378,5659,6196,4886,6030,4981,5536,4330,6405,5043,5961,5000,8870,5175,7470,6765,7209,26264,4327,3872,4720,3604
19363,5247,4382,5355,4722,5807,4544,5410,3879,5549,4679,5249,4068,4867,3613,4664,3282,5251,3738,5051,3727,8150,3800,6039,5188,6240,25243,3405,2952,3642,2822
19078,4127,3676,4129,3792,4812,3542,4458,3173,4131,3550,3850,3170,3812,2923,3460,2732,3714,3155,3833,2984,7209,3135,4322,3823,5143,23117,2739,2530,2769,2379
18193,3440,3214,3109,3266,3738,3086,3703,2653,3241,2761,3150,2671,3251,2632,2799,2524,3232,2758,3006,2584,6018,2671,3461,3524,4003,21017,2066,2242,2406,2121
16635,2957,3205,2534,3267,3108,3091,3166,2858,2410,3009,2584,2844,2738,2912,2730,2700,3057,3122,2515,2591,5819,2843,2872,3414,3414,18170,2013,2384,2194,2130
14615,2779,2849,2788,2605,3199,2590,3256,2244,2804,2596,2770,2430,2755,2577,2801,2290,3005,2625,2816,2253,5291,2476,2854,2681,3206,12629,1975,2102,2275,1968
13759,2532,2887,2507,2562,2642,2706,2805,2312,2320,2755,2477,2534,2221,2921,2511,2743,2506,2760,2248,2489,4127,2670,2422,3079,2193,8899,1760,2353,2021,2339
17008,2718,5039,2671,4595,2704,4336,3067,3859,2431,4554,2678,4193,2363,4679,2670,4732,2821,4995,2621,4419,3540,4521,2578,4828,1801,6999,2033,4388,2385,4306
19595,4449,7132,4445,7263,4812,6237,4424,5772,4222,6964,4506,6274,4351,6693,4767,7570,5287,8021,4392,7014,3715,6841,4513,7029,1756,5750,4164,6600,4276,6575
21328,6601,12095,7163,11825,6873,10724,6076,9391,6633,12814,7292,11614,6835,12140,7096,12751,7427,13803,7062,12470,4613,12178,6672,12063,2144,5381,6627,11844,6311,11896
22661,11202,14558,11942,13863,11765,13183,10251,11375,12006,16360,12449,14471,11982,15534,12556,16887,12248,17405,12333,16549,5500,15916,12358,15230,2710,5056,12142,15429,11643,15030
29985,13934,17298,14544,16898,13641,15723,12400,14319,15589,20658,16418,17184,15844,19974,16431,20268,15618,20841,15661,19879,5955,19872,15790,18835,2637,4930,15873,19536,14874,18687
21501,17176,19124,17435,18741,17052,17752,15229,16103,20359,21352,20080,18428,19853,20533,21581,21992,19528,21338,19597,20437,6512,20957,19441,20484,3029,4624,20194,20800,19720,19710
22684,19057,20407,19254,20117,18252,19645,17252,18835,20593,20521,20693,18257,20187,19988,21355,21301,19813,21281,20200,19549,7076,20358,20920,20222,2926,4726,21891,21237,20607,19585
22188,21112,19379,20518,19185,19400,18448,19332,17891,19590,19759,19988,17375,20480,19239,21573,20526,19680,20108,19843,18639,7813,19717,20665,19752,3485,5505,22117,20044,20838,18438
22663,19882,18867,20003,17821,18455,17796,18249,17000,19637,19670,19313,18079,19531,18788,20390,19251,19351,20198,19031,18683,8365,18943,19708,18914,4195,6510,20435,19195,19347,17398
19573,19024,17662,19642,16721,18277,16361,18059,15534,19026,18301,18918,17902,18873,17934,20452,18228,18967,19035,18253,18486,9013,18082,20066,18466,5410,7705,19472,16819,18316,16241
17136,16989,17447,17626,16869,16719,16636,15889,15916,18629,17768,17790,17934,17534,18048,19678,18603,17899,19155,17244,18014,9695,18560,18424,18364,6572,10007,17256,17002,16233,15905
16606,16979,16579,18194,16188,16764,15606,16234,15153,18568,16583,18028,16311,17803,17415,18801,18762,17994,17964,17402,16720,11389,17316,18403,17439,7857,11405,17401,15592,16420,14690
16166,16381,18340,16975,17325,16636,17003,15730,16440,18041,18179,17242,16460,16994,18292,17223,19645,17167,18680,17286,18570,12701,18817,17621,19228,8586,13562,15595,17319,14997,16203
16020,17815,18760,18125,17849,18205,17538,16578,16424,18695,18896,18279,17383,18149,18506,18249,20453,18094,18600,18936,18309,13400,18439,18994,19485,9599,14537,17559,18062,17341,16711
15591,18029,18457,18555,17746,18034,16979,17363,16093,19692,18611,18118,16931,18251,18180,17691,19400,18575,17556,18516,17294,13282,17771,18845,18539,10158,15296,17823,16821,17606,16013
14395,17495,17608,18356,17208,17700,16844,16708,16178,19173,17662,17858,17236,17723,17401,17052,18448,18022,17373,17635,16699,13542,17214,17937,18424,10843,15376,16634,16158,16850,15725
12535,17075,18913,17683,17848,16970,17372,16809,17050,17824,19057,17635,17120,17104,18973,16783,18199,17359,17832,17343,17819,13538,17836,17974,18594,10618,16302,16523,17614,15625,16432
11341,18234,19122,18298,18132,17983,17667,17193,16795,19684,18951,18265,16635,18124,19361,18392,18845,18035,18087,19090,18227,13663,18676,18671,19253,11206,16066,17209,17978,17210,17190
9980,18091,19547,18613,18019,18230,17859,18105,17547,20139,19997,18676,16048,18680,19722,18593,18973,18733,18057,19197,18586,13980,19241,19082,19536,11176,16485,17438,18693,17552,17571
8404,18495,17267,18548,17120,18073,17357,19035,16769,20320,19260,18686,15553,19364,19572,19364,17968,19410,17634,19207,18078,14673,19068,20224,19129,12218,16887,19801,18743,18531,18184
